date,HH,COE,T,BAU El,COP,BAU The,PCM Mode,Q,SOC,SoCdelta,MaxDis,BAU Cost (GBP),NQ,NSOC
2019-02-03,42,10.56,6.0,22,4.446000000000001,248.97600000000003,discharging,-5.3468,48.7,-2.6734,-4.2,2.9568,-4.2,53.8
2019-02-03,43,10.76,6.0,23,4.446000000000001,248.97600000000003,discharging,-5.3468,46.0,-2.6734,-4.4,3.0128,-4.4,51.6
2019-02-03,44,9.55,7.0,23,4.282,239.792,discharging,-10.29915,40.9,-5.149575,-8.5,2.6740000000000004,-8.5,47.4
2019-02-03,45,9.24,7.0,23,4.282,239.792,discharging,-10.29915,35.8,-5.149575,-8.5,2.5872,-8.5,43.1
2019-02-03,46,9.24,7.0,23,4.282,239.792,discharging,-10.29915,30.7,-5.149575,-8.5,2.5872,-8.5,38.9
2019-02-03,47,10.56,7.0,22,4.282,239.792,discharging,-10.29915,25.6,-5.149575,-8.1,2.9568,-8.1,34.9
2019-02-03,48,10.65,7.0,23,4.282,239.792,discharging,-10.29915,20.5,-5.149575,-8.5,2.9819999999999998,-8.5,30.6
2019-02-04,1,8.98,7.0,22,4.282,239.792,charging,80.0,60.5,40.0,-8.1,2.5144,80.0,70.6
2019-02-04,2,11.7,7.0,26,4.282,239.792,discharging,-10.29915,55.4,-5.149575,-9.6,3.276,-9.6,65.8
2019-02-04,3,12.12,7.0,24,4.282,239.792,discharging,-10.29915,50.3,-5.149575,-8.8,3.3935999999999997,-8.8,61.4
2019-02-04,4,9.9,7.0,23,4.282,239.792,charging,19.40169,60.0,9.700845,-8.5,2.772,15.35079,69.1
2019-02-04,5,8.36,7.0,22,4.282,239.792,charging,80.0,100.0,40.0,-8.1,2.3407999999999998,80.0,109.1
2019-02-04,6,8.36,8.0,25,4.118,230.608,charging,80.0,140.0,40.0,-13.3,2.3407999999999998,80.0,149.1
2019-02-04,7,8.8,8.0,25,4.118,230.608,charging,80.0,180.0,40.0,-13.3,2.4640000000000004,80.0,189.1
2019-02-04,8,7.79,8.0,22,4.118,230.608,charging,80.0,220.0,40.0,-11.7,2.1812,80.0,229.1
2019-02-04,9,7.7,8.0,23,4.118,230.608,charging,80.0,260.0,40.0,-12.2,2.156,80.0,269.1
2019-02-04,10,7.7,8.0,25,4.118,230.608,charging,80.0,300.0,40.0,-13.3,2.156,61.799999999999955,300.0
2019-02-04,11,10.78,8.0,27,4.118,230.608,discharging,-14.85704,292.6,-7.42852,-14.3,3.0183999999999997,-14.3,292.9
2019-02-04,12,13.2,7.0,23,4.282,239.792,discharging,-10.29915,287.5,-5.149575,-8.5,3.6959999999999997,-8.5,288.6
2019-02-04,13,12.1,7.0,23,4.282,239.792,discharging,-10.29915,282.4,-5.149575,-8.5,3.388,-8.5,284.4
2019-02-04,14,11.0,7.0,27,4.282,239.792,discharging,-10.29915,277.3,-5.149575,-9.9,3.08,-9.9,279.4
2019-02-04,15,10.82,7.0,25,4.282,239.792,charging,30.1749,292.4,15.08745,-9.2,3.0296000000000003,41.20000000000002,300.0
2019-02-04,16,13.29,7.0,27,4.282,239.792,discharging,-10.29915,287.3,-5.149575,-9.9,3.7212,-9.9,295.1
2019-02-04,17,11.66,7.0,23,4.282,239.792,discharging,-10.29915,282.2,-5.149575,-8.5,3.2648,9.799999999999956,300.0
2019-02-04,18,13.38,8.0,26,4.118,230.608,discharging,-14.85704,274.8,-7.42852,-13.8,3.7464000000000004,-13.8,293.1
